World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date,Exp Points,Exp to Up,% to Up
09,725,2365763968,Mrangel,232,warrior,307,M V P, ,37,27,No rank,85,No rank,13915659,35,47.315.279,118.288.198,236.576.397,118.288.198,47.315.279,0,2024-01-19,2.365.763.968,28103672,67.5
23,726,2365707581,Royalkingz,232,warrior,299,New Town, ,45,31,No rank,No rank,No rank,0,0,47.314.152,118.285.379,236.570.758,118.285.379,47.314.152,0,2024-01-19,2.365.707.581,28160059,67.6
34,727,2364668847,Kaguya,232,wizard,227,Red Cherry, ,44,11,No rank,62,No rank,2049904,25,47.293.377,118.233.442,236.466.885,118.233.442,47.293.377,0,2024-01-19,2.364.668.847,29198793,70.1
11,728,2364374276,Siaupai,232,wizard,179,Flyang3l, ,86,31,No rank,No rank,No rank,5002862,70,47.287.486,118.218.714,236.437.428,118.218.714,47.287.486,0,2024-01-19,2.364.374.276,29493364,70.9
36,729,2364226398,Chine,232,wizard,328,Imperio, ,51,19,70,22,No rank,2272218,34,47.284.528,118.211.320,236.422.640,118.211.320,47.284.528,0,2024-01-19,2.364.226.398,29641242,71.2
23,730,2363589343,Boxster,232,warrior,291,Swallow19, ,46,32,No rank,No rank,No rank,130176323,6,47.271.787,118.179.467,236.358.934,118.179.467,47.271.787,0,2024-01-19,2.363.589.343,30278297,72.7
23,731,2361546340,Warvortex,232,wizard,331,Handler0ne, ,47,15,No rank,44,No rank,2743451,62,47.230.927,118.077.317,236.154.634,118.077.317,47.230.927,0,2024-01-19,2.361.546.340,32321300,77.6
36,732,2361116362,Binancewar,232,warrior,356,Damai, ,52,33,34,21,No rank,12028180,16,47.222.327,118.055.818,236.111.636,118.055.818,47.222.327,0,2024-01-19,2.361.116.362,32751278,78.7
34,733,2359967051,Covitz,232,warrior,267,X Reunion, ,45,34,97,63,No rank,49039657,5,47.199.341,117.998.353,235.996.705,117.998.353,47.199.341,0,2024-01-19,2.359.967.051,33900589,81.4
32,734,2358134053,Iceberg,232,wizard,315,Solo Army, ,64,20,No rank,79,No rank,338461959,2,47.162.681,117.906.703,235.813.405,117.906.703,47.162.681,0,2024-01-19,2.358.134.053,35733587,85.8
01,735,2352785243,Jiso,232,wizard,322,After Rain, ,86,32,No rank,60,No rank,32832263,23,47.055.705,117.639.262,235.278.524,117.639.262,47.055.705,0,2024-01-19,2.352.785.243,41082397,98.7
23,736,2352343313,Chazperboy,231,warrior,317,Lunaticos, ,48,33,No rank,81,No rank,268123295,2,47.046.866,117.617.166,235.234.331,117.617.166,47.046.866,0,2024-01-19,2.352.343.313,432497,1.1
35,737,2351428905,Jaximus,231,warrior,285,Dcepticon, ,36,23,92,49,No rank,10479618,10,47.028.578,117.571.445,235.142.890,117.571.445,47.028.578,0,2024-01-19,2.351.428.905,1346905,3.3
37,738,2349834810,Vilmei,231,warrior,326,H Y D R A, ,48,33,66,40,No rank,81994266,3,46.996.696,117.491.740,234.983.481,117.491.740,46.996.696,0,2024-01-19,2.349.834.810,2941000,7.2
36,739,2349014895,Nightcape,231,wizard,381,Princess, ,53,20,23,11,No rank,111321691,2,46.980.298,117.450.745,234.901.490,117.450.745,46.980.298,0,2024-01-19,2.349.014.895,3760915,9.2
33,740,2345851339,Rawrr,231,wizard,441,Sweet3sour, ,71,22,14,4,No rank,20274548,11,46.917.027,117.292.567,234.585.134,117.292.567,46.917.027,0,2024-01-19,2.345.851.339,6924471,16.9
11,741,2341392028,Sxpistols,231,warrior,268,Sh0t T3ru5, ,87,56,No rank,No rank,No rank,0,0,46.827.841,117.069.601,234.139.203,117.069.601,46.827.841,0,2024-01-19,2.341.392.028,11383782,27.7
35,742,2340841120,Maligno,231,wizard,262,Guardioes, ,37,14,No rank,59,No rank,3750748,18,46.816.822,117.042.056,234.084.112,117.042.056,46.816.822,0,2024-01-19,2.340.841.120,11934690,29.0
23,743,2340717423,Zyin,231,wizard,421,P E A C E, ,49,16,11,6,No rank,41404016,13,46.814.348,117.035.871,234.071.742,117.035.871,46.814.348,0,2024-01-19,2.340.717.423,12058387,29.3
07,744,2335703437,Solid,231,warrior,316, , ,27,19,84,52,No rank,0,0,46.714.069,116.785.172,233.570.344,116.785.172,46.714.069,0,2024-01-19,2.335.703.437,17072373,41.5
15,745,2334305617,Xkiro,231,warrior,355,Hakka, ,66,50,99,64,No rank,464833013,2,46.686.112,116.715.281,233.430.562,116.715.281,46.686.112,0,2024-01-19,2.334.305.617,18470193,44.9
15,746,2332052460,Sanemii,231,warrior,279, , ,67,51,No rank,No rank,No rank,0,0,46.641.049,116.602.623,233.205.246,116.602.623,46.641.049,0,2024-01-19,2.332.052.460,20723350,50.4
01,747,2330712833,Trish,231,warrior,470,After Rain, ,87,55,8,5,No rank,32832263,23,46.614.257,116.535.642,233.071.283,116.535.642,46.614.257,0,2024-01-19,2.330.712.833,22062977,53.7
23,748,2329605408,Warrking,231,warrior,288,War 87, ,50,34,No rank,No rank,No rank,14803386,25,46.592.108,116.480.270,232.960.541,116.480.270,46.592.108,0,2024-01-19,2.329.605.408,23170402,56.4
35,749,2329163683,Mashabear,231,wizard,388,L A R V A, ,38,15,15,8,No rank,2926741,22,46.583.274,116.458.184,232.916.368,116.458.184,46.583.274,0,2024-01-19,2.329.163.683,23612127,57.5
35,750,2327008303,Ae,231,wizard,383, , ,39,16,16,9,No rank,0,0,46.540.166,116.350.415,232.700.830,116.350.415,46.540.166,0,2024-01-19,2.327.008.303,25767507,62.7
34,751,2325981250,Academya,231,wizard,470,Game Over, ,46,12,3,2,No rank,48111925,6,46.519.625,116.299.062,232.598.125,116.299.062,46.519.625,0,2024-01-19,2.325.981.250,26794560,65.2
11,752,2324863132,Zendral,231,wizard,351,K O L E R, ,88,32,No rank,51,No rank,40214931,15,46.497.263,116.243.157,232.486.313,116.243.157,46.497.263,0,2024-01-19,2.324.863.132,27912678,67.9
35,753,2324857012,Drayonen,231,warrior,189,Guardioes, ,40,24,No rank,No rank,No rank,3750748,18,46.497.140,116.242.851,232.485.701,116.242.851,46.497.140,0,2024-01-19,2.324.857.012,27918798,67.9
02,754,2323961928,Mayas,231,wizard,323,Dream Team, ,76,30,No rank,47,No rank,186655044,4,46.479.239,116.198.096,232.396.193,116.198.096,46.479.239,0,2024-01-19,2.323.961.928,28813882,70.1
34,755,2323202802,Andolini,231,wizard,215,Kgb, ,47,13,No rank,72,No rank,715785,48,46.464.056,116.160.140,232.320.280,116.160.140,46.464.056,0,2024-01-19,2.323.202.802,29573008,72.0
11,756,2322953991,Goldenkew,231,warrior,252, , ,89,57,No rank,No rank,No rank,0,0,46.459.080,116.147.700,232.295.399,116.147.700,46.459.080,0,2024-01-19,2.322.953.991,29821819,72.6
32,757,2322901235,Blackslow,231,warrior,315,I Am Jahat, ,65,45,No rank,No rank,No rank,3680022,62,46.458.025,116.145.062,232.290.124,116.145.062,46.458.025,0,2024-01-19,2.322.901.235,29874575,72.7
01,758,2319222980,Zhongli,231,warrior,272,Akatsuk, ,88,56,No rank,No rank,No rank,44011303,18,46.384.460,115.961.149,231.922.298,115.961.149,46.384.460,0,2024-01-19,2.319.222.980,33552830,81.7
01,759,2317435013,Jararaca,231,wizard,275,Dead End, ,89,33,No rank,No rank,No rank,21901493,35,46.348.700,115.871.751,231.743.501,115.871.751,46.348.700,0,2024-01-19,2.317.435.013,35340797,86.0
09,760,2315928172,Peda,231,warrior,276,Edc, ,38,28,No rank,No rank,No rank,1683232,79,46.318.563,115.796.409,231.592.817,115.796.409,46.318.563,0,2024-01-19,2.315.928.172,36847638,89.7
33,761,2315819857,Frenzz,231,warrior,336,8 Dewa, ,72,50,70,42,No rank,156051651,2,46.316.397,115.790.993,231.581.986,115.790.993,46.316.397,0,2024-01-19,2.315.819.857,36955953,89.9
15,762,2315401774,Nellzuan,231,warrior,414,Blackpinky, ,68,52,29,21,No rank,2002909,95,46.308.035,115.770.089,231.540.177,115.770.089,46.308.035,0,2024-01-19,2.315.401.774,37374036,91.0
11,763,2314115309,Skyneboyz,231,wizard,293,My Heart, ,90,33,No rank,No rank,No rank,142655297,3,46.282.306,115.705.765,231.411.531,115.705.765,46.282.306,0,2024-01-19,2.314.115.309,38660501,94.1
35,764,2313670248,Tianshan,231,wizard,292,New Star, ,41,17,85,43,No rank,544357335,1,46.273.405,115.683.512,231.367.025,115.683.512,46.273.405,0,2024-01-19,2.313.670.248,39105562,95.2
15,765,2313106205,Gladiatorc,231,warrior,359,Deadlysinz, ,69,53,93,58,No rank,36420969,17,46.262.124,115.655.310,231.310.620,115.655.310,46.262.124,0,2024-01-19,2.313.106.205,39669605,96.5
02,766,2312296790,Nuts,231,warrior,300,Mr T E A M, ,77,47,No rank,No rank,No rank,7019680,38,46.245.936,115.614.840,231.229.679,115.614.840,46.245.936,0,2024-01-19,2.312.296.790,40479020,98.5
02,767,2312129343,Ave,230,warrior,285,Gothsterz, ,78,48,No rank,No rank,No rank,859851517,1,46.242.587,115.606.467,231.212.934,115.606.467,46.242.587,0,2024-01-19,2.312.129.343,85957,0.2
11,768,2310857477,Bilejam,230,wizard,153,Flyang3l, ,91,34,No rank,No rank,No rank,5002862,70,46.217.150,115.542.874,231.085.748,115.542.874,46.217.150,0,2024-01-19,2.310.857.477,1357823,3.3
36,769,2309800127,Hoad,230,warrior,345,Sun Shine, ,54,34,49,33,No rank,16608688,9,46.196.003,115.490.006,230.980.013,115.490.006,46.196.003,0,2024-01-19,2.309.800.127,2415173,6.0
32,770,2304197573,Soulvenom,230,warrior,238,I Am Fine, ,66,46,No rank,No rank,No rank,713848785,1,46.083.951,115.209.879,230.419.757,115.209.879,46.083.951,0,2024-01-19,2.304.197.573,8017727,19.8
32,771,2300360275,Zephyrion,230,warrior,441,L O Y A L, ,67,47,17,12,No rank,15969144,30,46.007.206,115.018.014,230.036.028,115.018.014,46.007.206,0,2024-01-19,2.300.360.275,11855025,29.2
15,772,2298396330,Youxzy,230,wizard,261,Y O U, ,70,17,No rank,No rank,No rank,396899359,3,45.967.927,114.919.816,229.839.633,114.919.816,45.967.927,0,2024-01-19,2.298.396.330,13818970,34.1
07,773,2296530873,Afiqnabil,230,wizard,179,D3stroy3rz, ,28,9,No rank,No rank,No rank,47950965,18,45.930.617,114.826.544,229.653.087,114.826.544,45.930.617,0,2024-01-19,2.296.530.873,15684427,38.7
34,774,2293513528,Gerandong,230,warrior,320,Asgard, ,48,35,44,31,No rank,81839505,4,45.870.271,114.675.676,229.351.353,114.675.676,45.870.271,0,2024-01-19,2.293.513.528,18701772,46.1
23,775,2293340774,Ozxth,230,warrior,349,Handler0ne, ,51,35,74,50,No rank,2743451,62,45.866.815,114.667.039,229.334.077,114.667.039,45.866.815,0,2024-01-19,2.293.340.774,18874526,46.5
09,776,2292056265,Mugenova,230,wizard,300,R A J A, ,39,11,No rank,67,No rank,1876643,76,45.841.125,114.602.813,229.205.626,114.602.813,45.841.125,0,2024-01-19,2.292.056.265,20159035,49.7
35,777,2286704252,Doverz,230,warrior,311,Blackbulls, ,42,25,56,30,No rank,148504530,4,45.734.085,114.335.213,228.670.425,114.335.213,45.734.085,0,2024-01-19,2.286.704.252,25511048,62.9
07,778,2283300781,Blackfury,230,warrior,249,Life Alone, ,29,20,No rank,No rank,No rank,192421753,2,45.666.016,114.165.039,228.330.078,114.165.039,45.666.016,0,2024-01-19,2.283.300.781,28914519,71.3
11,779,2282814998,Larz,230,warrior,317,Legends Id, ,92,58,No rank,No rank,No rank,11234414,49,45.656.300,114.140.750,228.281.500,114.140.750,45.656.300,0,2024-01-19,2.282.814.998,29400302,72.5
11,780,2281308495,Yuxi,230,warrior,384,Holy Nitro, ,93,59,59,33,No rank,35234136,18,45.626.170,114.065.425,228.130.850,114.065.425,45.626.170,0,2024-01-19,2.281.308.495,30906805,76.2
33,781,2280690360,Misionero,230,warrior,261,H O N O R, ,73,51,No rank,No rank,No rank,5123924,28,45.613.807,114.034.518,228.069.036,114.034.518,45.613.807,0,2024-01-19,2.280.690.360,31524940,77.7
15,782,2273996430,Power,230,warrior,370,Tn Cullen,10,71,54,70,39,42,0,0,45.479.929,113.699.822,227.399.643,113.699.822,45.479.929,0,2024-01-19,2.273.996.430,38218870,94.2
15,783,2272555401,Mrlapar,230,wizard,279,Hell Gate, ,72,18,No rank,No rank,No rank,14353668,31,45.451.108,113.627.770,227.255.540,113.627.770,45.451.108,0,2024-01-19,2.272.555.401,39659899,97.8
07,784,2272435613,Xxi,230,wizard,301,D3stroy3rz, ,30,10,No rank,47,No rank,47950965,18,45.448.712,113.621.781,227.243.561,113.621.781,45.448.712,0,2024-01-19,2.272.435.613,39779687,98.1
07,785,2272406969,Hibiki,230,wizard,364,Of Unisol, ,31,11,28,9,No rank,299009013,1,45.448.139,113.620.348,227.240.697,113.620.348,45.448.139,0,2024-01-19,2.272.406.969,39808331,98.1
07,786,2269241914,Mrtankerz,229,warrior,310, , ,32,21,100,60,No rank,0,0,45.384.838,113.462.096,226.924.191,113.462.096,45.384.838,0,2024-01-19,2.269.241.914,2939596,7.3
02,787,2269053158,Scampi,229,wizard,486,Gothsterz, ,79,31,6,1,No rank,859851517,1,45.381.063,113.452.658,226.905.316,113.452.658,45.381.063,0,2024-01-19,2.269.053.158,3128352,7.8
11,788,2265367942,Miss,229,wizard,241,Flyang3l, ,94,35,No rank,No rank,No rank,5002862,70,45.307.359,113.268.397,226.536.794,113.268.397,45.307.359,0,2024-01-19,2.265.367.942,6813568,17.0
34,789,2264360150,Qissya,229,wizard,353,Asgard, ,49,14,23,7,No rank,81839505,4,45.287.203,113.218.008,226.436.015,113.218.008,45.287.203,0,2024-01-19,2.264.360.150,7821360,19.5
34,790,2262686308,Retelleter,229,wizard,317,None, ,50,15,48,14,No rank,0,0,45.253.726,113.134.315,226.268.631,113.134.315,45.253.726,0,2024-01-19,2.262.686.308,9495202,23.7
36,791,2256919050,Wandaa,229,warrior,263,Alcatraz, ,55,35,No rank,97,No rank,3956790,30,45.138.381,112.845.952,225.691.905,112.845.952,45.138.381,0,2024-01-19,2.256.919.050,15262460,38.1
02,792,2256477457,Over,229,wizard,334,Gothsterz, ,80,32,90,36,No rank,859851517,1,45.129.549,112.823.873,225.647.746,112.823.873,45.129.549,0,2024-01-19,2.256.477.457,15704053,39.2
37,793,2251859468,Srgrim,229,wizard,281, , ,49,16,No rank,52,No rank,0,0,45.037.189,112.592.973,225.185.947,112.592.973,45.037.189,0,2024-01-19,2.251.859.468,20322042,50.8
01,794,2251698958,Eduardgoku,229,warrior,225,Kame Hausu, ,90,57,No rank,No rank,No rank,0,0,45.033.979,112.584.948,225.169.896,112.584.948,45.033.979,0,2024-01-19,2.251.698.958,20482552,51.2
02,795,2247892636,Xam,229,warrior,269, , ,81,49,No rank,No rank,No rank,0,0,44.957.853,112.394.632,224.789.264,112.394.632,44.957.853,0,2024-01-19,2.247.892.636,24288874,60.7
07,796,2247886480,Shisui,229,warrior,423,Th3 Army, ,33,22,8,5,No rank,7985724,41,44.957.730,112.394.324,224.788.648,112.394.324,44.957.730,0,2024-01-19,2.247.886.480,24295030,60.7
11,797,2247703451,Neonz,229,wizard,161,Flyang3l, ,95,36,No rank,No rank,No rank,5002862,70,44.954.069,112.385.173,224.770.345,112.385.173,44.954.069,0,2024-01-19,2.247.703.451,24478059,61.1
09,798,2246499769,Bizarre,229,warrior,271,D A M A I, ,40,29,No rank,No rank,No rank,96204444,6,44.929.995,112.324.988,224.649.977,112.324.988,44.929.995,0,2024-01-19,2.246.499.769,25681741,64.2
35,799,2246497986,Wanted,229,warrior,342,Br Comanda, ,43,26,35,19,No rank,17502651,7,44.929.960,112.324.899,224.649.799,112.324.899,44.929.960,0,2024-01-19,2.246.497.986,25683524,64.2
35,800,2243141241,Mrmax,229,wizard,249,New Star, ,44,18,No rank,66,No rank,544357335,1,44.862.825,112.157.062,224.314.124,112.157.062,44.862.825,0,2024-01-19,2.243.141.241,29040269,72.5
15,801,2240101327,Spartan,229,warrior,335,Deadlysinz, ,73,55,No rank,92,No rank,36420969,17,44.802.027,112.005.066,224.010.133,112.005.066,44.802.027,0,2024-01-19,2.240.101.327,32080183,80.1
37,802,2240017493,Kenarocks,229,warrior,301, , ,50,34,No rank,65,No rank,0,0,44.800.350,112.000.875,224.001.749,112.000.875,44.800.350,0,2024-01-19,2.240.017.493,32164017,80.3
09,803,2237900060,Shepherd,229,warrior,274,S W A T,15,41,30,No rank,No rank,23,25787976,23,44.758.001,111.895.003,223.790.006,111.895.003,44.758.001,0,2024-01-19,2.237.900.060,34281450,85.6
33,804,2233605459,Youoke,229,warrior,239,The Prayer, ,74,52,No rank,No rank,No rank,34317780,8,44.672.109,111.680.273,223.360.546,111.680.273,44.672.109,0,2024-01-19,2.233.605.459,38576051,96.4
35,805,2232322487,Scoorpion,228,wizard,275,Br Comanda, ,45,19,No rank,52,No rank,17502651,7,44.646.450,111.616.124,223.232.249,111.616.124,44.646.450,0,2024-01-19,2.232.322.487,347373,0.9
34,806,2227745211,Nohararin,228,wizard,380,L A N L A, ,51,16,17,6,No rank,91116146,3,44.554.904,111.387.261,222.774.521,111.387.261,44.554.904,0,2024-01-19,2.227.745.211,4924649,12.5
01,807,2224189200,Yuyou,228,warrior,446,8dewa, ,91,58,16,9,No rank,0,0,44.483.784,111.209.460,222.418.920,111.209.460,44.483.784,0,2024-01-19,2.224.189.200,8480660,21.5
15,808,2223456522,Powerwizy,228,wizard,288,Deadlysinz, ,74,19,No rank,No rank,No rank,36420969,17,44.469.130,111.172.826,222.345.652,111.172.826,44.469.130,0,2024-01-19,2.223.456.522,9213338,23.3
02,809,2222283952,Magistery,228,wizard,153,Go Arena, ,82,33,No rank,No rank,No rank,26210840,15,44.445.679,111.114.198,222.228.395,111.114.198,44.445.679,0,2024-01-19,2.222.283.952,10385908,26.3
11,810,2219495597,Petiirr,228,wizard,285,Flyang3l, ,96,37,No rank,No rank,No rank,5002862,70,44.389.912,110.974.780,221.949.560,110.974.780,44.389.912,0,2024-01-19,2.219.495.597,13174263,33.3
37,811,2217563675,Lovekills,228,wizard,348,B L I T Z, ,51,17,46,17,No rank,27759629,4,44.351.274,110.878.184,221.756.368,110.878.184,44.351.274,0,2024-01-19,2.217.563.675,15106185,38.2
34,812,2216613449,Chaos,228,wizard,324, , ,52,17,35,11,No rank,0,0,44.332.269,110.830.672,221.661.345,110.830.672,44.332.269,0,2024-01-19,2.216.613.449,16056411,40.6
09,813,2216488339,Miikey,228,warrior,318,Tajudien, ,42,31,No rank,57,No rank,3531562,61,44.329.767,110.824.417,221.648.834,110.824.417,44.329.767,0,2024-01-19,2.216.488.339,16181521,41.0
23,814,2216244384,Kagomee,228,warrior,490,Enjoy, ,52,36,4,2,No rank,194635315,3,44.324.888,110.812.219,221.624.438,110.812.219,44.324.888,0,2024-01-19,2.216.244.384,16425476,41.6
36,815,2214871878,Psychoshit,228,warrior,317,Rudeboyz, ,56,36,86,57,No rank,12366203,15,44.297.438,110.743.594,221.487.188,110.743.594,44.297.438,0,2024-01-19,2.214.871.878,17797982,45.0
35,816,2214516886,Gjack,228,warrior,290,Br Comanda, ,46,27,88,45,No rank,17502651,7,44.290.338,110.725.844,221.451.689,110.725.844,44.290.338,0,2024-01-19,2.214.516.886,18152974,45.9
11,817,2213993912,Cji,228,warrior,338,Lovenlive, ,97,60,No rank,90,No rank,438317429,1,44.279.878,110.699.696,221.399.391,110.699.696,44.279.878,0,2024-01-19,2.213.993.912,18675948,47.3
07,818,2213968814,Godhell,228,warrior,292,Life Alone, ,34,23,No rank,82,No rank,192421753,2,44.279.376,110.698.441,221.396.881,110.698.441,44.279.376,0,2024-01-19,2.213.968.814,18701046,47.3
09,819,2212631655,Gaary,228,warrior,256,M V P, ,43,32,No rank,No rank,No rank,13915659,35,44.252.633,110.631.583,221.263.166,110.631.583,44.252.633,0,2024-01-19,2.212.631.655,20038205,50.7
37,820,2212620854,Okey,228,warrior,374,H Y D R A, ,52,35,34,21,No rank,81994266,3,44.252.417,110.631.043,221.262.085,110.631.043,44.252.417,0,2024-01-19,2.212.620.854,20049006,50.7
11,821,2212465156,Kuicii,228,warrior,312,1 St,10,98,61,No rank,No rank,37,35226766,19,44.249.303,110.623.258,221.246.516,110.623.258,44.249.303,0,2024-01-19,2.212.465.156,20204704,51.1
11,822,2212375946,All,228,wizard,407,D 3 W 4, ,99,38,26,10,No rank,73450537,8,44.247.519,110.618.797,221.237.595,110.618.797,44.247.519,0,2024-01-19,2.212.375.946,20293914,51.4
33,823,2211356919,Daniboyz,228,warrior,438,L A N L A,5,75,53,16,11,52,113475823,3,44.227.138,110.567.846,221.135.692,110.567.846,44.227.138,0,2024-01-19,2.211.356.919,21312941,53.9
36,824,2210758768,Wolfmanx,228,warrior,346,Princess, ,57,37,48,32,No rank,111321691,2,44.215.175,110.537.938,221.075.877,110.537.938,44.215.175,0,2024-01-19,2.210.758.768,21911092,55.5
11,825,2208333554,Jades,228,wizard,88, , ,100,39,No rank,No rank,No rank,0,0,44.166.671,110.416.678,220.833.355,110.416.678,44.166.671,0,2024-01-19,2.208.333.554,24336306,61.6
33,826,2207794791,Meizu,228,wizard,281,The Prayer, ,76,23,No rank,58,No rank,34317780,8,44.155.896,110.389.740,220.779.479,110.389.740,44.155.896,0,2024-01-19,2.207.794.791,24875069,63.0
35,827,2206618315,Feiticeiro,228,wizard,453,Br Comanda, ,47,20,3,1,No rank,17502651,7,44.132.366,110.330.916,220.661.832,110.330.916,44.132.366,0,2024-01-19,2.206.618.315,26051545,65.9
07,828,2206545032,Mscareless,228,warrior,303,1shot1kill, ,35,24,No rank,69,No rank,32287292,20,44.130.901,110.327.252,220.654.503,110.327.252,44.130.901,0,2024-01-19,2.206.545.032,26124828,66.1
07,829,2206322671,Xanarchy,228,warrior,294,Last Mercy, ,36,25,No rank,80,No rank,13266198,31,44.126.453,110.316.134,220.632.267,110.316.134,44.126.453,0,2024-01-19,2.206.322.671,26347189,66.7
15,830,2205936578,Legenda,228,warrior,372,F A K E, ,75,56,67,36,No rank,36660238,16,44.118.732,110.296.829,220.593.658,110.296.829,44.118.732,0,2024-01-19,2.205.936.578,26733282,67.7
36,831,2203969549,Presiden,228,warrior,368,Alcatraz, ,58,38,29,17,No rank,3956790,30,44.079.391,110.198.477,220.396.955,110.198.477,44.079.391,0,2024-01-19,2.203.969.549,28700311,72.6
02,832,2203603792,Leejunhe,228,warrior,513,Avatar War, ,83,50,4,4,No rank,566030220,2,44.072.076,110.180.190,220.360.379,110.180.190,44.072.076,0,2024-01-19,2.203.603.792,29066068,73.6
01,833,2203036877,Ibizz,228,warrior,318,Suicide Sq, ,92,59,No rank,96,No rank,0,0,44.060.738,110.151.844,220.303.688,110.151.844,44.060.738,0,2024-01-19,2.203.036.877,29632983,75.0
09,834,2201045808,Boszo,228,wizard,427, , ,44,12,5,3,No rank,0,0,44.020.916,110.052.290,220.104.581,110.052.290,44.020.916,0,2024-01-19,2.201.045.808,31624052,80.0
34,835,2197157171,Iamyour,228,wizard,263,Reverse, ,53,18,No rank,41,No rank,429132582,1,43.943.143,109.857.859,219.715.717,109.857.859,43.943.143,0,2024-01-19,2.197.157.171,35512689,89.9
11,836,2196514655,Kasparov,228,wizard,178,K I L L, ,No rank,40,No rank,No rank,No rank,0,0,43.930.293,109.825.733,219.651.466,109.825.733,43.930.293,0,2024-01-19,2.196.514.655,36155205,91.5
11,837,2196388260,Kukakukaa,228,warrior,337,Legends Id, ,No rank,62,No rank,92,No rank,11234414,49,43.927.765,109.819.413,219.638.826,109.819.413,43.927.765,0,2024-01-19,2.196.388.260,36281600,91.8
37,838,2195291786,Djorkaef,228,wizard,258,Beast Mode, ,53,18,No rank,71,No rank,193647090,1,43.905.836,109.764.589,219.529.179,109.764.589,43.905.836,0,2024-01-19,2.195.291.786,37378074,94.6
37,839,2195153086,Fakehope,228,wizard,304,Beast Mode, ,54,19,No rank,42,No rank,193647090,1,43.903.062,109.757.654,219.515.309,109.757.654,43.903.062,0,2024-01-19,2.195.153.086,37516774,95.0
07,840,2194763828,Keno,228,wizard,248,World18, ,37,12,No rank,No rank,No rank,58177357,13,43.895.277,109.738.191,219.476.383,109.738.191,43.895.277,0,2024-01-19,2.194.763.828,37906032,95.9
23,841,2194670201,Chailin,228,wizard,352,Angkor Kh, ,53,17,71,23,No rank,41856276,12,43.893.404,109.733.510,219.467.020,109.733.510,43.893.404,0,2024-01-19,2.194.670.201,37999659,96.2
15,842,2192320974,Nicc,227,warrior,454,Deadlysinz, ,76,57,11,8,No rank,36420969,17,43.846.419,109.616.049,219.232.097,109.616.049,43.846.419,0,2024-01-19,2.192.320.974,1354816,3.5
23,843,2188589279,Kikyo,227,wizard,493,Enjoy, ,54,18,3,2,No rank,194635315,3,43.771.786,109.429.464,218.858.928,109.429.464,43.771.786,0,2024-01-19,2.188.589.279,5086511,13.0
37,844,2188044759,Ackerman,227,warrior,348,Unexpected, ,55,36,47,30,No rank,12392779,10,43.760.895,109.402.238,218.804.476,109.402.238,43.760.895,0,2024-01-19,2.188.044.759,5631031,14.4
11,845,2187281528,Steama,227,warrior,263,B A B Y, ,No rank,63,No rank,No rank,No rank,0,0,43.745.631,109.364.076,218.728.153,109.364.076,43.745.631,0,2024-01-19,2.187.281.528,6394262,16.4
15,846,2178525566,Kakekcoli,227,wizard,321, , ,77,20,No rank,67,No rank,0,0,43.570.511,108.926.278,217.852.557,108.926.278,43.570.511,0,2024-01-19,2.178.525.566,15150224,38.9
02,847,2176363722,Ilton,227,warrior,293,R T F, ,84,51,No rank,No rank,No rank,45275170,11,43.527.274,108.818.186,217.636.372,108.818.186,43.527.274,0,2024-01-19,2.176.363.722,17312068,44.4
02,848,2176158589,Voron,227,warrior,213,Thekillers, ,85,52,No rank,No rank,No rank,8612933,36,43.523.172,108.807.929,217.615.859,108.807.929,43.523.172,0,2024-01-19,2.176.158.589,17517201,44.9
