World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date Today,Exp Points,Exp to Up,% to Up,ExpPoints Difference
11,2605,849280626,Tsto,180,warrior,258,My L I F E,5,No rank,No rank,No rank,No rank,86,32817644,21,16985613,42464031,84928063,42464031,16985613,0,2024-01-19,849280626,16096674,82.8,0
35,2606,848300978,Boomer,180,warrior,191,Blackbulls, ,No rank,77,No rank,No rank,No rank,148504530,4,16966020,42415049,84830098,42415049,16966020,0,2024-01-19,848300978,17076322,87.8,0
23,2607,847366734,Blacklish,180,warrior,224,Angkor Kh,0,No rank,No rank,No rank,No rank,40,41856276,12,16947335,42368337,84736673,42368337,16947335,0,2024-01-19,847366734,18010566,92.6,0
33,2608,847348811,Cobalt,180,warrior,249,The Prayer,5,No rank,No rank,No rank,No rank,78,34317780,8,16946976,42367441,84734881,42367441,16946976,0,2024-01-19,847348811,18028489,92.7,0
11,2609,847325078,Amnesiaaa,180,warrior,374,The Fixers, ,No rank,No rank,77,42,No rank,54014974,11,16946502,42366254,84732508,42366254,16946502,0,2024-01-19,847325078,18052222,92.8,0
2,2610,846005445,Gustaviin,179,warrior,256,R T F,10,No rank,No rank,No rank,No rank,43,45275170,11,16920109,42300272,84600544,42300272,16920109,0,2024-01-19,846005445,251065,1.3,0
32,2611,845553767,Fairytale,179,warrior,294,90s,10,No rank,No rank,No rank,No rank,27,8389414,45,16911075,42277688,84555377,42277688,16911075,0,2024-01-19,845553767,702743,3.7,0
36,2612,843442965,Daboss,179,warrior,350,Rudeboyz, ,No rank,93,43,29,No rank,12366203,15,16868859,42172148,84344296,42172148,16868859,0,2024-01-19,843442965,2813545,14.7,0
37,2613,842350458,Akamaru,179,warrior,300,K I B A, ,No rank,No rank,No rank,66,No rank,0,0,16847009,42117523,84235046,42117523,16847009,0,2024-01-19,842350458,3906052,20.4,0
34,2614,840933816,Satoru,179,warrior,162,L A N L A, ,No rank,97,No rank,No rank,No rank,91116146,3,16818676,42046691,84093382,42046691,16818676,0,2024-01-19,840933816,5322694,27.8,0
11,2615,840907988,Dynamix,179,warrior,273,Mg Family,15,No rank,No rank,No rank,No rank,23,20278072,33,16818160,42045399,84090799,42045399,16818160,0,2024-01-19,840907988,5348522,28.0,0
36,2616,840085821,Hogen,179,warrior,180,Is My Name, ,No rank,94,No rank,No rank,No rank,0,0,16801716,42004291,84008582,42004291,16801716,0,2024-01-19,840085821,6170689,32.3,0
36,2617,839668077,Btv,179,warrior,279,Princess, ,No rank,95,No rank,81,No rank,111321691,2,16793362,41983404,83966808,41983404,16793362,0,2024-01-19,839668077,6588433,34.5,0
36,2618,839413215,Dindaa,179,warrior,224,Alcatraz, ,No rank,96,No rank,No rank,No rank,3956790,30,16788264,41970661,83941322,41970661,16788264,0,2024-01-19,839413215,6843295,35.8,0
11,2619,839370921,Aerosmith,179,wizard,377,Mg Family, ,No rank,No rank,72,32,No rank,20278072,33,16787418,41968546,83937092,41968546,16787418,0,2024-01-19,839370921,6885589,36.0,0
23,2620,837937257,Gust,179,warrior,352,Leyendas, ,No rank,No rank,70,48,No rank,0,0,16758745,41896863,83793726,41896863,16758745,0,2024-01-19,837937257,8319253,43.5,0
7,2621,837756402,Captsigupp,179,warrior,221,Cp7kuncul,5,No rank,No rank,No rank,No rank,78,0,0,16755128,41887820,83775640,41887820,16755128,0,2024-01-19,837756402,8500108,44.5,0
11,2622,837637997,Favelados,179,wizard,352,Skyllax, ,No rank,No rank,No rank,49,No rank,0,0,16752760,41881900,83763800,41881900,16752760,0,2024-01-19,837637997,8618513,45.1,0
11,2623,836506582,Vicktorr,179,warrior,361,Legends Id, ,No rank,No rank,100,59,No rank,11234414,49,16730132,41825329,83650658,41825329,16730132,0,2024-01-19,836506582,9749928,51.0,0
33,2624,835098883,Bossboboho,179,wizard,213,L A N L A,0,No rank,71,No rank,No rank,44,113475823,3,16701978,41754944,83509888,41754944,16701978,0,2024-01-19,835098883,11157627,58.4,0
36,2625,834160508,Leonzz,179,wizard,183,Damai, ,No rank,58,No rank,No rank,No rank,12028180,16,16683210,41708025,83416051,41708025,16683210,0,2024-01-19,834160508,12096002,63.3,0
9,2626,833576779,Liebe,179,wizard,398,S W A T, ,No rank,No rank,15,9,No rank,25787976,23,16671536,41678839,83357678,41678839,16671536,0,2024-01-19,833576779,12679731,66.3,0
33,2627,832680086,Johnwicks,179,warrior,173,Lion Star,5,No rank,No rank,No rank,No rank,63,4642885,31,16653602,41634004,83268009,41634004,16653602,0,2024-01-19,832680086,13576424,71.0,0
36,2628,832540246,Allqassam,179,warrior,190,Sun Shine, ,No rank,97,No rank,No rank,No rank,16608688,9,16650805,41627012,83254025,41627012,16650805,0,2024-01-19,832540246,13716264,71.7,0
35,2629,832258794,Danielproz,179,wizard,338,Br Comanda, ,No rank,69,39,19,No rank,17502651,7,16645176,41612940,83225879,41612940,16645176,0,2024-01-19,832258794,13997716,73.2,0
1,2630,831934731,Fur,179,wizard,209,After Rain,10,No rank,No rank,No rank,No rank,42,32832263,23,16638695,41596737,83193473,41596737,16638695,0,2024-01-19,831934731,14321779,74.9,0
33,2631,830880662,Babymetal,179,warrior,243,The Prayer,5,No rank,No rank,No rank,No rank,58,34317780,8,16617613,41544033,83088066,41544033,16617613,0,2024-01-19,830880662,15375848,80.4,0
32,2632,830710187,Eldominal,179,warrior,261,Solo Army,15,No rank,No rank,No rank,No rank,16,338461959,2,16614204,41535509,83071019,41535509,16614204,0,2024-01-19,830710187,15546323,81.3,0
33,2633,830396012,Kingknight,179,wizard,269,Dark Lord,10,No rank,72,No rank,71,27,4820686,30,16607920,41519801,83039601,41519801,16607920,0,2024-01-19,830396012,15860498,82.9,0
7,2634,830248707,Cypher,179,wizard,257,Blackdevil, ,No rank,97,No rank,No rank,No rank,54827011,15,16604974,41512435,83024871,41512435,16604974,0,2024-01-19,830248707,16007803,83.7,0
11,2635,829631956,Hengkyy,179,warrior,142,B4j4h1t4m,5,No rank,No rank,No rank,No rank,75,0,0,16592639,41481598,82963196,41481598,16592639,0,2024-01-19,829631956,16624554,86.9,0
33,2636,829627070,Mardiah,179,wizard,247, , ,No rank,73,No rank,87,No rank,0,0,16592541,41481354,82962707,41481354,16592541,0,2024-01-19,829627070,16629440,87.0,0
7,2637,829261863,Cupcake,179,wizard,165,World18, ,No rank,98,No rank,No rank,No rank,58177357,13,16585237,41463093,82926186,41463093,16585237,0,2024-01-19,829261863,16994647,88.9,0
38,2638,828829337,Voldigoadd,179,warrior,202,Spears, ,4,4,23,21,No rank,19649346,1,16576587,41441467,82882934,41441467,16576587,0,2024-01-19,828829337,17427173,91.1,0
23,2639,828793023,Zx,179,warrior,189,Angkor Kh,9,No rank,No rank,No rank,No rank,38,41856276,12,16575860,41439651,82879302,41439651,16575860,0,2024-01-19,828793023,17463487,91.3,0
35,2640,828474253,Clinchan,179,wizard,237, , ,No rank,70,No rank,77,No rank,0,0,16569485,41423713,82847425,41423713,16569485,0,2024-01-19,828474253,17782257,93.0,0
36,2641,828469466,Vtr,179,wizard,178, , ,No rank,59,No rank,No rank,No rank,0,0,16569389,41423473,82846947,41423473,16569389,0,2024-01-19,828469466,17787044,93.0,0
33,2642,827805263,Nacely,179,wizard,227,Dark Lord, ,No rank,74,No rank,No rank,No rank,4820686,30,16556105,41390263,82780526,41390263,16556105,0,2024-01-19,827805263,18451247,96.5,0
33,2643,827647623,Haruka,179,warrior,214,Admiral,0,No rank,No rank,No rank,No rank,39,2257050,50,16552952,41382381,82764762,41382381,16552952,0,2024-01-19,827647623,18608887,97.3,0
35,2644,827523168,Filhocrazy,179,wizard,278,Br Comanda, ,No rank,71,No rank,48,No rank,17502651,7,16550463,41376158,82752317,41376158,16550463,0,2024-01-19,827523168,18733342,98.0,0
7,2645,826638343,Yakjuj,178,wizard,183,Tiga Line, ,No rank,99,No rank,No rank,No rank,8021647,40,16532767,41331917,82663834,41331917,16532767,0,2024-01-19,826638343,816017,4.3,0
36,2646,826136420,Getster,178,wizard,211,Happyghost,5,No rank,60,No rank,84,75,0,0,16522728,41306821,82613642,41306821,16522728,0,2024-01-19,826136420,1317940,7.0,0
7,2647,824562242,Xzack,178,wizard,264, ,5,No rank,100,No rank,94,64,0,0,16491245,41228112,82456224,41228112,16491245,0,2024-01-19,824562242,2892118,15.4,0
7,2648,824040096,Rizkyzn,178,warrior,296, , ,No rank,No rank,No rank,77,No rank,0,0,16480802,41202005,82404010,41202005,16480802,0,2024-01-19,824040096,3414264,18.2,0
37,2649,823343905,Apoxaley,178,wizard,316,Beast Mode, ,No rank,57,79,32,No rank,193647090,1,16466878,41167195,82334390,41167195,16466878,0,2024-01-19,823343905,4110455,21.9,0
35,2650,820579842,Dir,178,wizard,121,New Hunter, ,No rank,72,No rank,No rank,No rank,4961453,13,16411597,41028992,82057984,41028992,16411597,0,2024-01-19,820579842,6874518,36.6,0
34,2651,820304789,Faceless,178,wizard,152,Home, ,No rank,49,No rank,No rank,No rank,0,0,16406096,41015239,82030479,41015239,16406096,0,2024-01-19,820304789,7149571,38.0,0
32,2652,820186971,Soulyans,178,wizard,393,I Am Fine, ,No rank,No rank,34,10,No rank,713848785,1,16403739,41009349,82018697,41009349,16403739,0,2024-01-19,820186971,7267389,38.7,0
11,2653,819173001,Cvoney,178,wizard,326,K O L E R, ,No rank,No rank,No rank,72,No rank,40214931,15,16383460,40958650,81917300,40958650,16383460,0,2024-01-19,819173001,8281359,44.0,0
35,2654,819167518,Tazikara,178,wizard,154,New Hunter, ,No rank,73,No rank,No rank,No rank,4961453,13,16383350,40958376,81916752,40958376,16383350,0,2024-01-19,819167518,8286842,44.1,0
33,2655,818583390,Wizpiece,178,wizard,300, , ,No rank,75,No rank,43,No rank,0,0,16371668,40929170,81858339,40929170,16371668,0,2024-01-19,818583390,8870970,47.2,0
11,2656,817940013,Zzeuss,178,wizard,334,No Excuse, ,No rank,No rank,No rank,63,No rank,10601161,50,16358800,40897001,81794001,40897001,16358800,0,2024-01-19,817940013,9514347,50.6,0
34,2657,817889049,Xbox,178,warrior,216,L A N L A, ,No rank,98,No rank,No rank,No rank,91116146,3,16357781,40894452,81788905,40894452,16357781,0,2024-01-19,817889049,9565311,50.9,0
36,2658,817673392,Tigerlily,178,warrior,181,Blaclover, ,No rank,98,No rank,No rank,No rank,8338676,21,16353468,40883670,81767339,40883670,16353468,0,2024-01-19,817673392,9780968,52.0,0
35,2659,817651983,Thor,178,warrior,218,Guardioes, ,No rank,78,No rank,No rank,No rank,3750748,18,16353040,40882599,81765198,40882599,16353040,0,2024-01-19,817651983,9802377,52.1,0
34,2660,817554904,Natea,178,wizard,283,N I N J A, ,No rank,50,73,24,No rank,92713160,2,16351098,40877745,81755490,40877745,16351098,0,2024-01-19,817554904,9899456,52.7,0
34,2661,817103440,Onenine,178,wizard,173,X Reunion, ,No rank,51,No rank,No rank,No rank,49039657,5,16342069,40855172,81710344,40855172,16342069,0,2024-01-19,817103440,10350920,55.1,0
36,2662,815517798,Misserah,178,wizard,268,Rudeboyz,5,No rank,61,No rank,54,58,12366203,15,16310356,40775890,81551780,40775890,16310356,0,2024-01-19,815517798,11936562,63.5,0
37,2663,813857434,Evoz,178,wizard,292,Full House, ,No rank,58,No rank,47,No rank,6162444,16,16277149,40692872,81385743,40692872,16277149,0,2024-01-19,813857434,13596926,72.3,0
15,2664,813648052,Xiaaaaa,178,wizard,309,Red Zone, ,No rank,No rank,No rank,86,No rank,16121546,28,16272961,40682403,81364805,40682403,16272961,0,2024-01-19,813648052,13806308,73.4,0
15,2665,813161975,Lyy,178,wizard,215,Rip W10,5,No rank,No rank,No rank,No rank,77,878458572,1,16263240,40658099,81316198,40658099,16263240,0,2024-01-19,813161975,14292385,76.0,0
7,2666,812513228,Tyrions,178,wizard,289,B R A V O,10,No rank,No rank,No rank,58,30,0,0,16250265,40625661,81251323,40625661,16250265,0,2024-01-19,812513228,14941132,79.5,0
11,2667,811819110,Siaujinz,178,wizard,321,Lovenlive, ,No rank,No rank,No rank,80,No rank,438317429,1,16236382,40590956,81181911,40590956,16236382,0,2024-01-19,811819110,15635250,83.2,0
32,2668,810065082,Ltzargon,178,wizard,343,Solo Army, ,No rank,No rank,No rank,36,No rank,338461959,2,16201302,40503254,81006508,40503254,16201302,0,2024-01-19,810065082,17389278,92.5,0
9,2669,809090512,Rajawiz,178,wizard,240,R A J A,0,No rank,No rank,No rank,No rank,16,1876643,76,16181810,40454526,80909051,40454526,16181810,0,2024-01-19,809090512,18363848,97.7,0
15,2670,807544783,Ingat,177,warrior,433,F A K E, ,No rank,No rank,16,11,No rank,36660238,16,16150896,40377239,80754478,40377239,16150896,0,2024-01-19,807544783,1422507,7.7,0
7,2671,806851769,Giordano,177,warrior,320,Last Mercy, ,No rank,No rank,76,48,No rank,13266198,31,16137035,40342588,80685177,40342588,16137035,0,2024-01-19,806851769,2115521,11.4,0
34,2672,806251643,Bossz,177,wizard,240,X Reunion, ,No rank,52,No rank,53,No rank,49039657,5,16125033,40312582,80625164,40312582,16125033,0,2024-01-19,806251643,2715647,14.7,0
38,2673,806108493,Mgxcan,177,warrior,170,Spears,5,5,5,59,50,61,19649346,1,16122170,40305425,80610849,40305425,16122170,0,2024-01-19,806108493,2858797,15.5,0
9,2674,805062239,Fireblaze,177,warrior,336,Together, ,No rank,No rank,74,40,No rank,16595604,30,16101245,40253112,80506224,40253112,16101245,0,2024-01-19,805062239,3905051,21.1,0
36,2675,804609650,Wollverine,177,warrior,203,Imperio, ,No rank,99,No rank,No rank,No rank,2272218,34,16092193,40230482,80460965,40230482,16092193,0,2024-01-19,804609650,4357640,23.6,0
2,2676,804505050,Plazsis,177,wizard,428,Thekillers, ,No rank,No rank,18,6,No rank,8612933,36,16090101,40225252,80450505,40225252,16090101,0,2024-01-19,804505050,4462240,24.1,0
23,2677,804302813,Shicibukai,177,wizard,295,Salegold, ,No rank,No rank,No rank,80,No rank,16229929,22,16086056,40215141,80430281,40215141,16086056,0,2024-01-19,804302813,4664477,25.2,0
2,2678,804236448,Ici,177,wizard,301,Gothsterz, ,No rank,No rank,No rank,66,No rank,859851517,1,16084729,40211822,80423645,40211822,16084729,0,2024-01-19,804236448,4730842,25.6,0
9,2679,803823950,Taklin,177,warrior,379,Level Up, ,No rank,No rank,27,13,No rank,4398312,57,16076479,40191198,80382395,40191198,16076479,0,2024-01-19,803823950,5143340,27.8,0
33,2680,803277602,Elicya,177,wizard,254,8 Dewa, ,No rank,76,No rank,83,No rank,156051651,2,16065552,40163880,80327760,40163880,16065552,0,2024-01-19,803277602,5689688,30.8,0
2,2681,802503526,Lobster,177,warrior,413,Gothsterz, ,No rank,No rank,22,15,No rank,859851517,1,16050071,40125176,80250353,40125176,16050071,0,2024-01-19,802503526,6463764,35.0,0
37,2682,801628760,Lapulapu,177,wizard,264,Snitch V, ,No rank,59,No rank,67,No rank,2673182,27,16032575,40081438,80162876,40081438,16032575,0,2024-01-19,801628760,7338530,39.7,0
32,2683,801079324,Elhub,177,warrior,264,Solo Army,10,No rank,No rank,No rank,No rank,41,338461959,2,16021586,40053966,80107932,40053966,16021586,0,2024-01-19,801079324,7887966,42.7,0
9,2684,800500468,Insurgent,177,warrior,362,Ogbc, ,No rank,No rank,37,19,No rank,0,0,16010009,40025023,80050047,40025023,16010009,0,2024-01-19,800500468,8466822,45.8,0
23,2685,799932663,Blackside,177,warrior,326,Q U A N, ,No rank,No rank,No rank,70,No rank,0,0,15998653,39996633,79993266,39996633,15998653,0,2024-01-19,799932663,9034627,48.9,0
23,2686,799203091,Alz,177,warrior,366,Enjoy, ,No rank,No rank,54,37,No rank,194635315,3,15984062,39960155,79920309,39960155,15984062,0,2024-01-19,799203091,9764199,52.8,0
2,2687,799058685,Deld,177,warrior,317, , ,No rank,No rank,No rank,75,No rank,0,0,15981174,39952934,79905868,39952934,15981174,0,2024-01-19,799058685,9908605,53.6,0
36,2688,798759735,Estranho,177,wizard,180, , ,No rank,62,No rank,No rank,No rank,0,0,15975195,39937987,79875974,39937987,15975195,0,2024-01-19,798759735,10207555,55.2,0
35,2689,797891549,Nihility,177,warrior,282,New Bie, ,No rank,79,96,52,No rank,4437580,15,15957831,39894577,79789155,39894577,15957831,0,2024-01-19,797891549,11075741,59.9,0
11,2690,796635151,Tojekeu,177,warrior,355, , ,No rank,No rank,No rank,67,No rank,0,0,15932703,39831758,79663515,39831758,15932703,0,2024-01-19,796635151,12332139,66.7,0
2,2691,793873771,Elbistan,177,warrior,308,Gothsterz, ,No rank,No rank,No rank,87,No rank,859851517,1,15877475,39693689,79387377,39693689,15877475,0,2024-01-19,793873771,15093519,81.6,0
9,2692,793216666,Atheana,177,wizard,415,The Kings, ,No rank,No rank,10,7,No rank,9688925,44,15864333,39660833,79321667,39660833,15864333,0,2024-01-19,793216666,15750624,85.2,0
9,2693,792953193,Jebbat,177,warrior,211,Lost Lake,0,No rank,No rank,No rank,No rank,71,42210292,14,15859064,39647660,79295319,39647660,15859064,0,2024-01-19,792953193,16014097,86.6,0
23,2694,792044779,Alucard,177,warrior,212,Angkor Kh,0,No rank,No rank,No rank,No rank,20,41856276,12,15840896,39602239,79204478,39602239,15840896,0,2024-01-19,792044779,16922511,91.5,0
34,2695,789631333,Rlung,176,warrior,173,X Reunion, ,No rank,99,No rank,No rank,No rank,49039657,5,15792627,39481567,78963133,39481567,15792627,0,2024-01-19,789631333,1160427,6.4,0
9,2696,789134110,Capetao,176,wizard,314,F L U X O, ,No rank,No rank,No rank,51,No rank,2369042,69,15782682,39456706,78913411,39456706,15782682,0,2024-01-19,789134110,1657650,9.1,0
36,2697,788259431,Elchapo,176,wizard,264,Princess, ,No rank,63,No rank,57,No rank,111321691,2,15765189,39412972,78825943,39412972,15765189,0,2024-01-19,788259431,2532329,13.9,0
7,2698,786767463,Mimeyaw,176,wizard,282,Zelt, ,No rank,No rank,No rank,63,No rank,0,0,15735349,39338373,78676746,39338373,15735349,0,2024-01-19,786767463,4024297,22.1,0
35,2699,786512298,Thunder,176,wizard,296,Mafia Br, ,No rank,74,76,37,No rank,378618441,2,15730246,39325615,78651230,39325615,15730246,0,2024-01-19,786512298,4279462,23.5,0
2,2700,786242598,Nigonic,176,wizard,298, , ,No rank,No rank,No rank,72,No rank,0,0,15724852,39312130,78624260,39312130,15724852,0,2024-01-19,786242598,4549162,25.0,0
15,2701,785635902,Mobagame,176,wizard,325,Y O U, ,No rank,No rank,No rank,64,No rank,396899359,3,15712718,39281795,78563590,39281795,15712718,0,2024-01-19,785635902,5155858,28.4,0
33,2702,785008921,Haades,176,warrior,310,Sweet3sour, ,No rank,No rank,100,63,No rank,20274548,11,15700178,39250446,78500892,39250446,15700178,0,2024-01-19,785008921,5782839,31.8,0
37,2703,784852172,Shotnik,176,wizard,86,Sumsel, ,No rank,60,No rank,No rank,No rank,817005,49,15697043,39242609,78485217,39242609,15697043,0,2024-01-19,784852172,5939588,32.7,0
33,2704,784740011,Elektro,176,wizard,268,L A N L A, ,No rank,77,No rank,72,No rank,113475823,3,15694800,39237001,78474001,39237001,15694800,0,2024-01-19,784740011,6051749,33.3,0
15,2705,784689862,Iduu,176,warrior,260,Rip W10,1,No rank,No rank,No rank,No rank,92,878458572,1,15693797,39234493,78468986,39234493,15693797,0,2024-01-19,784689862,6101898,33.6,0
37,2706,784637927,Berudu,176,warrior,277,Beast Mode, ,No rank,No rank,No rank,87,No rank,193647090,1,15692759,39231896,78463793,39231896,15692759,0,2024-01-19,784637927,6153833,33.9,0
37,2707,783967692,Jollycia,176,warrior,174,Beast Mode,10,No rank,No rank,No rank,No rank,30,193647090,1,15679354,39198385,78396769,39198385,15679354,0,2024-01-19,783967692,6824068,37.5,0
35,2708,783737758,Subzero,176,warrior,220,Guardioes, ,No rank,80,No rank,No rank,No rank,3750748,18,15674755,39186888,78373776,39186888,15674755,0,2024-01-19,783737758,7054002,38.8,0
2,2709,782894647,Lamorte,176,warrior,373,Pau Mole, ,No rank,No rank,46,31,No rank,0,0,15657893,39144732,78289465,39144732,15657893,0,2024-01-19,782894647,7897113,43.4,0
35,2710,781447452,Ergenekon,176,warrior,74, , ,No rank,81,No rank,No rank,No rank,0,0,15628949,39072373,78144745,39072373,15628949,0,2024-01-19,781447452,9344308,51.4,0
34,2711,781111130,Rose,176,wizard,190,X Reunion, ,No rank,53,No rank,84,No rank,49039657,5,15622223,39055556,78111113,39055556,15622223,0,2024-01-19,781111130,9680630,53.3,0
7,2712,779927348,Astorlive,176,wizard,363,Last Mercy, ,No rank,No rank,29,10,No rank,13266198,31,15598547,38996367,77992735,38996367,15598547,0,2024-01-19,779927348,10864412,59.8,0
37,2713,779088861,Misterwong,176,wizard,276,Nusantara, ,No rank,61,No rank,56,No rank,2811211,25,15581777,38954443,77908886,38954443,15581777,0,2024-01-19,779088861,11702899,64.4,0
2,2714,778447140,Sekaici,176,warrior,363,Avatar War, ,No rank,No rank,54,35,No rank,566030220,2,15568943,38922357,77844714,38922357,15568943,0,2024-01-19,778447140,12344620,67.9,0
